versenum,osis,apoc
9426,'1Kgs.20.17',0
9427,'1Kgs.20.18',0
9428,'1Kgs.20.19',0
9429,'1Kgs.20.20',0
9430,'1Kgs.20.21',0
9431,'1Kgs.20.22',0
9432,'1Kgs.20.23',0
9433,'1Kgs.20.24',0
9434,'1Kgs.20.25',0
9435,'1Kgs.20.26',0
9436,'1Kgs.20.27',0
9437,'1Kgs.20.28',0
9438,'1Kgs.20.29',0
9439,'1Kgs.20.30',0
9440,'1Kgs.20.31',0
9441,'1Kgs.20.32',0
9442,'1Kgs.20.33',0
9443,'1Kgs.20.34',0
9444,'1Kgs.20.35',0
9445,'1Kgs.20.36',0
9446,'1Kgs.20.37',0
9447,'1Kgs.20.38',0
9448,'1Kgs.20.39',0
9449,'1Kgs.20.40',0
9450,'1Kgs.20.41',0
9451,'1Kgs.20.42',0
9452,'1Kgs.20.43',0
9453,'1Kgs.21.1',0
9454,'1Kgs.21.2',0
9455,'1Kgs.21.3',0
9456,'1Kgs.21.4',0
9457,'1Kgs.21.5',0
9458,'1Kgs.21.6',0
9459,'1Kgs.21.7',0
9460,'1Kgs.21.8',0
9461,'1Kgs.21.9',0
9462,'1Kgs.21.10',0
9463,'1Kgs.21.11',0
9464,'1Kgs.21.12',0
9465,'1Kgs.21.13',0
9466,'1Kgs.21.14',0
9467,'1Kgs.21.15',0
9468,'1Kgs.21.16',0
9469,'1Kgs.21.17',0
9470,'1Kgs.21.18',0
9471,'1Kgs.21.19',0
9472,'1Kgs.21.20',0
9473,'1Kgs.21.21',0
9474,'1Kgs.21.22',0
9475,'1Kgs.21.23',0
9476,'1Kgs.21.24',0
9477,'1Kgs.21.25',0
9478,'1Kgs.21.26',0
9479,'1Kgs.21.27',0
9480,'1Kgs.21.28',0
9481,'1Kgs.21.29',0
9482,'1Kgs.22.1',0
9483,'1Kgs.22.2',0
9484,'1Kgs.22.3',0
9485,'1Kgs.22.4',0
9486,'1Kgs.22.5',0
9487,'1Kgs.22.6',0
9488,'1Kgs.22.7',0
9489,'1Kgs.22.8',0
9490,'1Kgs.22.9',0
9491,'1Kgs.22.10',0
9492,'1Kgs.22.11',0
9493,'1Kgs.22.12',0
9494,'1Kgs.22.13',0
9495,'1Kgs.22.14',0
9496,'1Kgs.22.15',0
9497,'1Kgs.22.16',0
9498,'1Kgs.22.17',0
9499,'1Kgs.22.18',0
9500,'1Kgs.22.19',0
9501,'1Kgs.22.20',0
9502,'1Kgs.22.21',0
9503,'1Kgs.22.22',0
9504,'1Kgs.22.23',0
9505,'1Kgs.22.24',0
9506,'1Kgs.22.25',0
9507,'1Kgs.22.26',0
9508,'1Kgs.22.27',0
9509,'1Kgs.22.28',0
9510,'1Kgs.22.29',0
9511,'1Kgs.22.30',0
9512,'1Kgs.22.31',0
9513,'1Kgs.22.32',0
9514,'1Kgs.22.33',0
9515,'1Kgs.22.34',0
9516,'1Kgs.22.35',0
9517,'1Kgs.22.36',0
9518,'1Kgs.22.37',0
9519,'1Kgs.22.38',0
9520,'1Kgs.22.39',0
9521,'1Kgs.22.40',0
9522,'1Kgs.22.41',0
9523,'1Kgs.22.42',0
9524,'1Kgs.22.43',0
9525,'1Kgs.22.44',0
9526,'1Kgs.22.45',0
9527,'1Kgs.22.46',0
9528,'1Kgs.22.47',0
9529,'1Kgs.22.48',0
9530,'1Kgs.22.49',0
9531,'1Kgs.22.50',0
9532,'1Kgs.22.51',0
9533,'1Kgs.22.52',0
9534,'1Kgs.22.53',0
9535,'2Kgs.1.1',0
9536,'2Kgs.1.2',0
9537,'2Kgs.1.3',0
9538,'2Kgs.1.4',0
9539,'2Kgs.1.5',0
9540,'2Kgs.1.6',0
9541,'2Kgs.1.7',0
9542,'2Kgs.1.8',0
9543,'2Kgs.1.9',0
9544,'2Kgs.1.10',0
9545,'2Kgs.1.11',0
9546,'2Kgs.1.12',0
9547,'2Kgs.1.13',0
9548,'2Kgs.1.14',0
9549,'2Kgs.1.15',0
9550,'2Kgs.1.16',0
9551,'2Kgs.1.17',0
9552,'2Kgs.1.18',0
9553,'2Kgs.2.1',0
9554,'2Kgs.2.2',0
9555,'2Kgs.2.3',0
9556,'2Kgs.2.4',0
9557,'2Kgs.2.5',0
9558,'2Kgs.2.6',0
9559,'2Kgs.2.7',0
9560,'2Kgs.2.8',0
9561,'2Kgs.2.9',0
9562,'2Kgs.2.10',0
9563,'2Kgs.2.11',0
9564,'2Kgs.2.12',0
9565,'2Kgs.2.13',0
9566,'2Kgs.2.14',0
9567,'2Kgs.2.15',0
9568,'2Kgs.2.16',0
9569,'2Kgs.2.17',0
9570,'2Kgs.2.18',0
9571,'2Kgs.2.19',0
9572,'2Kgs.2.20',0
9573,'2Kgs.2.21',0
9574,'2Kgs.2.22',0
9575,'2Kgs.2.23',0
9576,'2Kgs.2.24',0
9577,'2Kgs.2.25',0
9578,'2Kgs.3.1',0
9579,'2Kgs.3.2',0
9580,'2Kgs.3.3',0
9581,'2Kgs.3.4',0
9582,'2Kgs.3.5',0
9583,'2Kgs.3.6',0
9584,'2Kgs.3.7',0
9585,'2Kgs.3.8',0
9586,'2Kgs.3.9',0
9587,'2Kgs.3.10',0
9588,'2Kgs.3.11',0
9589,'2Kgs.3.12',0
9590,'2Kgs.3.13',0
9591,'2Kgs.3.14',0
9592,'2Kgs.3.15',0
9593,'2Kgs.3.16',0
9594,'2Kgs.3.17',0
9595,'2Kgs.3.18',0
9596,'2Kgs.3.19',0
9597,'2Kgs.3.20',0
9598,'2Kgs.3.21',0
9599,'2Kgs.3.22',0
9600,'2Kgs.3.23',0
9601,'2Kgs.3.24',0
9602,'2Kgs.3.25',0
9603,'2Kgs.3.26',0
9604,'2Kgs.3.27',0
9605,'2Kgs.4.1',0
9606,'2Kgs.4.2',0
9607,'2Kgs.4.3',0
9608,'2Kgs.4.4',0
9609,'2Kgs.4.5',0
9610,'2Kgs.4.6',0
9611,'2Kgs.4.7',0
9612,'2Kgs.4.8',0
9613,'2Kgs.4.9',0
9614,'2Kgs.4.10',0
9615,'2Kgs.4.11',0
9616,'2Kgs.4.12',0
9617,'2Kgs.4.13',0
9618,'2Kgs.4.14',0
9619,'2Kgs.4.15',0
9620,'2Kgs.4.16',0
9621,'2Kgs.4.17',0
9622,'2Kgs.4.18',0
9623,'2Kgs.4.19',0
9624,'2Kgs.4.20',0
9625,'2Kgs.4.21',0
9626,'2Kgs.4.22',0
9627,'2Kgs.4.23',0
9628,'2Kgs.4.24',0
9629,'2Kgs.4.25',0
9630,'2Kgs.4.26',0
9631,'2Kgs.4.27',0
9632,'2Kgs.4.28',0
9633,'2Kgs.4.29',0
9634,'2Kgs.4.30',0
9635,'2Kgs.4.31',0
9636,'2Kgs.4.32',0
9637,'2Kgs.4.33',0
9638,'2Kgs.4.34',0
9639,'2Kgs.4.35',0
9640,'2Kgs.4.36',0
9641,'2Kgs.4.37',0
9642,'2Kgs.4.38',0
9643,'2Kgs.4.39',0
9644,'2Kgs.4.40',0
9645,'2Kgs.4.41',0
9646,'2Kgs.4.42',0
9647,'2Kgs.4.43',0
9648,'2Kgs.4.44',0
9649,'2Kgs.5.1',0
9650,'2Kgs.5.2',0
9651,'2Kgs.5.3',0
9652,'2Kgs.5.4',0
9653,'2Kgs.5.5',0
9654,'2Kgs.5.6',0
9655,'2Kgs.5.7',0
9656,'2Kgs.5.8',0
9657,'2Kgs.5.9',0
9658,'2Kgs.5.10',0
9659,'2Kgs.5.11',0
9660,'2Kgs.5.12',0
9661,'2Kgs.5.13',0
9662,'2Kgs.5.14',0
9663,'2Kgs.5.15',0
9664,'2Kgs.5.16',0
9665,'2Kgs.5.17',0
9666,'2Kgs.5.18',0
9667,'2Kgs.5.19',0
9668,'2Kgs.5.20',0
9669,'2Kgs.5.21',0
9670,'2Kgs.5.22',0
9671,'2Kgs.5.23',0
9672,'2Kgs.5.24',0
9673,'2Kgs.5.25',0
9674,'2Kgs.5.26',0
9675,'2Kgs.5.27',0
9676,'2Kgs.6.1',0
9677,'2Kgs.6.2',0
9678,'2Kgs.6.3',0
9679,'2Kgs.6.4',0
9680,'2Kgs.6.5',0
9681,'2Kgs.6.6',0
9682,'2Kgs.6.7',0
9683,'2Kgs.6.8',0
9684,'2Kgs.6.9',0
9685,'2Kgs.6.10',0
9686,'2Kgs.6.11',0
9687,'2Kgs.6.12',0
9688,'2Kgs.6.13',0
9689,'2Kgs.6.14',0
9690,'2Kgs.6.15',0
9691,'2Kgs.6.16',0
9692,'2Kgs.6.17',0
9693,'2Kgs.6.18',0
9694,'2Kgs.6.19',0
9695,'2Kgs.6.20',0
9696,'2Kgs.6.21',0
9697,'2Kgs.6.22',0
9698,'2Kgs.6.23',0
9699,'2Kgs.6.24',0
9700,'2Kgs.6.25',0
9701,'2Kgs.6.26',0
9702,'2Kgs.6.27',0
9703,'2Kgs.6.28',0
9704,'2Kgs.6.29',0
9705,'2Kgs.6.30',0
9706,'2Kgs.6.31',0
9707,'2Kgs.6.32',0
9708,'2Kgs.6.33',0
9709,'2Kgs.7.1',0
9710,'2Kgs.7.2',0
9711,'2Kgs.7.3',0
9712,'2Kgs.7.4',0
9713,'2Kgs.7.5',0
9714,'2Kgs.7.6',0
9715,'2Kgs.7.7',0
9716,'2Kgs.7.8',0
9717,'2Kgs.7.9',0
9718,'2Kgs.7.10',0
9719,'2Kgs.7.11',0
9720,'2Kgs.7.12',0
9721,'2Kgs.7.13',0
9722,'2Kgs.7.14',0
9723,'2Kgs.7.15',0
9724,'2Kgs.7.16',0
9725,'2Kgs.7.17',0
9726,'2Kgs.7.18',0
9727,'2Kgs.7.19',0
9728,'2Kgs.7.20',0
9729,'2Kgs.8.1',0
9730,'2Kgs.8.2',0
9731,'2Kgs.8.3',0
9732,'2Kgs.8.4',0
9733,'2Kgs.8.5',0
9734,'2Kgs.8.6',0
9735,'2Kgs.8.7',0
9736,'2Kgs.8.8',0
9737,'2Kgs.8.9',0
9738,'2Kgs.8.10',0
9739,'2Kgs.8.11',0
9740,'2Kgs.8.12',0
9741,'2Kgs.8.13',0
9742,'2Kgs.8.14',0
9743,'2Kgs.8.15',0
9744,'2Kgs.8.16',0
9745,'2Kgs.8.17',0
9746,'2Kgs.8.18',0
9747,'2Kgs.8.19',0
9748,'2Kgs.8.20',0
9749,'2Kgs.8.21',0
9750,'2Kgs.8.22',0
9751,'2Kgs.8.23',0
9752,'2Kgs.8.24',0
9753,'2Kgs.8.25',0
9754,'2Kgs.8.26',0
9755,'2Kgs.8.27',0
9756,'2Kgs.8.28',0
9757,'2Kgs.8.29',0
9758,'2Kgs.9.1',0
9759,'2Kgs.9.2',0
9760,'2Kgs.9.3',0
9761,'2Kgs.9.4',0
9762,'2Kgs.9.5',0
9763,'2Kgs.9.6',0
9764,'2Kgs.9.7',0
9765,'2Kgs.9.8',0
9766,'2Kgs.9.9',0
9767,'2Kgs.9.10',0
9768,'2Kgs.9.11',0
9769,'2Kgs.9.12',0
9770,'2Kgs.9.13',0
9771,'2Kgs.9.14',0
9772,'2Kgs.9.15',0
9773,'2Kgs.9.16',0
9774,'2Kgs.9.17',0
9775,'2Kgs.9.18',0
9776,'2Kgs.9.19',0
9777,'2Kgs.9.20',0
9778,'2Kgs.9.21',0
9779,'2Kgs.9.22',0
9780,'2Kgs.9.23',0
9781,'2Kgs.9.24',0
9782,'2Kgs.9.25',0
9783,'2Kgs.9.26',0
9784,'2Kgs.9.27',0
9785,'2Kgs.9.28',0
9786,'2Kgs.9.29',0
9787,'2Kgs.9.30',0
9788,'2Kgs.9.31',0
9789,'2Kgs.9.32',0
9790,'2Kgs.9.33',0
9791,'2Kgs.9.34',0
9792,'2Kgs.9.35',0
9793,'2Kgs.9.36',0
9794,'2Kgs.9.37',0
9795,'2Kgs.10.1',0
9796,'2Kgs.10.2',0
9797,'2Kgs.10.3',0
9798,'2Kgs.10.4',0
9799,'2Kgs.10.5',0
9800,'2Kgs.10.6',0
9801,'2Kgs.10.7',0
9802,'2Kgs.10.8',0
9803,'2Kgs.10.9',0
9804,'2Kgs.10.10',0
9805,'2Kgs.10.11',0
9806,'2Kgs.10.12',0
9807,'2Kgs.10.13',0
9808,'2Kgs.10.14',0
9809,'2Kgs.10.15',0
9810,'2Kgs.10.16',0
9811,'2Kgs.10.17',0
9812,'2Kgs.10.18',0
9813,'2Kgs.10.19',0
9814,'2Kgs.10.20',0
9815,'2Kgs.10.21',0
9816,'2Kgs.10.22',0
9817,'2Kgs.10.23',0
9818,'2Kgs.10.24',0
9819,'2Kgs.10.25',0
9820,'2Kgs.10.26',0
9821,'2Kgs.10.27',0
9822,'2Kgs.10.28',0
9823,'2Kgs.10.29',0
9824,'2Kgs.10.30',0
9825,'2Kgs.10.31',0
9826,'2Kgs.10.32',0
9827,'2Kgs.10.33',0
9828,'2Kgs.10.34',0
9829,'2Kgs.10.35',0
9830,'2Kgs.10.36',0
9831,'2Kgs.11.1',0
9832,'2Kgs.11.2',0
9833,'2Kgs.11.3',0
9834,'2Kgs.11.4',0
9835,'2Kgs.11.5',0
9836,'2Kgs.11.6',0
9837,'2Kgs.11.7',0
9838,'2Kgs.11.8',0
9839,'2Kgs.11.9',0
9840,'2Kgs.11.10',0
9841,'2Kgs.11.11',0
9842,'2Kgs.11.12',0
9843,'2Kgs.11.13',0
9844,'2Kgs.11.14',0
9845,'2Kgs.11.15',0
9846,'2Kgs.11.16',0
9847,'2Kgs.11.17',0
9848,'2Kgs.11.18',0
9849,'2Kgs.11.19',0
9850,'2Kgs.11.20',0
9851,'2Kgs.11.21',0
9852,'2Kgs.12.1',0
9853,'2Kgs.12.2',0
9854,'2Kgs.12.3',0
9855,'2Kgs.12.4',0
9856,'2Kgs.12.5',0
9857,'2Kgs.12.6',0
9858,'2Kgs.12.7',0
9859,'2Kgs.12.8',0
9860,'2Kgs.12.9',0
9861,'2Kgs.12.10',0
9862,'2Kgs.12.11',0
9863,'2Kgs.12.12',0
9864,'2Kgs.12.13',0
9865,'2Kgs.12.14',0
9866,'2Kgs.12.15',0
9867,'2Kgs.12.16',0
9868,'2Kgs.12.17',0
9869,'2Kgs.12.18',0
9870,'2Kgs.12.19',0
9871,'2Kgs.12.20',0
9872,'2Kgs.12.21',0
9873,'2Kgs.13.1',0
9874,'2Kgs.13.2',0
9875,'2Kgs.13.3',0
9876,'2Kgs.13.4',0
9877,'2Kgs.13.5',0
9878,'2Kgs.13.6',0
9879,'2Kgs.13.7',0
9880,'2Kgs.13.8',0
9881,'2Kgs.13.9',0
9882,'2Kgs.13.10',0
9883,'2Kgs.13.11',0
9884,'2Kgs.13.12',0
9885,'2Kgs.13.13',0
9886,'2Kgs.13.14',0
9887,'2Kgs.13.15',0
9888,'2Kgs.13.16',0
9889,'2Kgs.13.17',0
9890,'2Kgs.13.18',0
9891,'2Kgs.13.19',0
9892,'2Kgs.13.20',0
9893,'2Kgs.13.21',0
9894,'2Kgs.13.22',0
9895,'2Kgs.13.23',0
9896,'2Kgs.13.24',0
9897,'2Kgs.13.25',0
9898,'2Kgs.14.1',0
9899,'2Kgs.14.2',0
9900,'2Kgs.14.3',0
9901,'2Kgs.14.4',0
9902,'2Kgs.14.5',0
9903,'2Kgs.14.6',0
9904,'2Kgs.14.7',0
9905,'2Kgs.14.8',0
9906,'2Kgs.14.9',0
9907,'2Kgs.14.10',0
9908,'2Kgs.14.11',0
9909,'2Kgs.14.12',0
9910,'2Kgs.14.13',0
9911,'2Kgs.14.14',0
9912,'2Kgs.14.15',0
9913,'2Kgs.14.16',0
9914,'2Kgs.14.17',0
9915,'2Kgs.14.18',0
9916,'2Kgs.14.19',0
9917,'2Kgs.14.20',0
9918,'2Kgs.14.21',0
9919,'2Kgs.14.22',0
9920,'2Kgs.14.23',0
9921,'2Kgs.14.24',0
9922,'2Kgs.14.25',0
9923,'2Kgs.14.26',0
9924,'2Kgs.14.27',0
9925,'2Kgs.14.28',0
9926,'2Kgs.14.29',0
9927,'2Kgs.15.1',0
9928,'2Kgs.15.2',0
9929,'2Kgs.15.3',0
9930,'2Kgs.15.4',0
9931,'2Kgs.15.5',0
9932,'2Kgs.15.6',0
9933,'2Kgs.15.7',0
9934,'2Kgs.15.8',0
9935,'2Kgs.15.9',0
9936,'2Kgs.15.10',0
9937,'2Kgs.15.11',0
9938,'2Kgs.15.12',0
9939,'2Kgs.15.13',0
9940,'2Kgs.15.14',0
9941,'2Kgs.15.15',0
9942,'2Kgs.15.16',0
9943,'2Kgs.15.17',0
9944,'2Kgs.15.18',0
9945,'2Kgs.15.19',0
9946,'2Kgs.15.20',0
9947,'2Kgs.15.21',0
9948,'2Kgs.15.22',0
9949,'2Kgs.15.23',0
9950,'2Kgs.15.24',0
9951,'2Kgs.15.25',0
9952,'2Kgs.15.26',0
9953,'2Kgs.15.27',0
9954,'2Kgs.15.28',0
9955,'2Kgs.15.29',0
9956,'2Kgs.15.30',0
9957,'2Kgs.15.31',0
9958,'2Kgs.15.32',0
9959,'2Kgs.15.33',0
9960,'2Kgs.15.34',0
9961,'2Kgs.15.35',0
9962,'2Kgs.15.36',0
9963,'2Kgs.15.37',0
9964,'2Kgs.15.38',0
9965,'2Kgs.16.1',0
9966,'2Kgs.16.2',0
9967,'2Kgs.16.3',0
9968,'2Kgs.16.4',0
9969,'2Kgs.16.5',0
9970,'2Kgs.16.6',0
9971,'2Kgs.16.7',0
9972,'2Kgs.16.8',0
9973,'2Kgs.16.9',0
9974,'2Kgs.16.10',0
9975,'2Kgs.16.11',0
9976,'2Kgs.16.12',0
9977,'2Kgs.16.13',0
9978,'2Kgs.16.14',0
9979,'2Kgs.16.15',0
9980,'2Kgs.16.16',0
9981,'2Kgs.16.17',0
9982,'2Kgs.16.18',0
9983,'2Kgs.16.19',0
9984,'2Kgs.16.20',0
9985,'2Kgs.17.1',0
9986,'2Kgs.17.2',0
9987,'2Kgs.17.3',0
9988,'2Kgs.17.4',0
9989,'2Kgs.17.5',0
9990,'2Kgs.17.6',0
9991,'2Kgs.17.7',0
9992,'2Kgs.17.8',0
9993,'2Kgs.17.9',0
9994,'2Kgs.17.10',0
9995,'2Kgs.17.11',0
9996,'2Kgs.17.12',0
9997,'2Kgs.17.13',0
9998,'2Kgs.17.14',0
9999,'2Kgs.17.15',0
10000,'2Kgs.17.16',0
10001,'2Kgs.17.17',0
10002,'2Kgs.17.18',0
10003,'2Kgs.17.19',0
10004,'2Kgs.17.20',0
10005,'2Kgs.17.21',0
10006,'2Kgs.17.22',0
10007,'2Kgs.17.23',0
10008,'2Kgs.17.24',0
10009,'2Kgs.17.25',0
10010,'2Kgs.17.26',0
10011,'2Kgs.17.27',0
10012,'2Kgs.17.28',0
10013,'2Kgs.17.29',0
10014,'2Kgs.17.30',0
10015,'2Kgs.17.31',0
10016,'2Kgs.17.32',0
10017,'2Kgs.17.33',0
10018,'2Kgs.17.34',0
10019,'2Kgs.17.35',0
10020,'2Kgs.17.36',0
10021,'2Kgs.17.37',0
10022,'2Kgs.17.38',0
10023,'2Kgs.17.39',0
10024,'2Kgs.17.40',0
10025,'2Kgs.17.41',0
10026,'2Kgs.18.1',0
10027,'2Kgs.18.2',0
10028,'2Kgs.18.3',0
10029,'2Kgs.18.4',0
10030,'2Kgs.18.5',0
10031,'2Kgs.18.6',0
10032,'2Kgs.18.7',0
10033,'2Kgs.18.8',0
10034,'2Kgs.18.9',0
10035,'2Kgs.18.10',0
10036,'2Kgs.18.11',0
10037,'2Kgs.18.12',0
10038,'2Kgs.18.13',0
10039,'2Kgs.18.14',0
10040,'2Kgs.18.15',0
10041,'2Kgs.18.16',0
10042,'2Kgs.18.17',0
10043,'2Kgs.18.18',0
10044,'2Kgs.18.19',0
10045,'2Kgs.18.20',0
10046,'2Kgs.18.21',0
10047,'2Kgs.18.22',0
10048,'2Kgs.18.23',0
10049,'2Kgs.18.24',0
10050,'2Kgs.18.25',0
10051,'2Kgs.18.26',0
10052,'2Kgs.18.27',0
10053,'2Kgs.18.28',0
10054,'2Kgs.18.29',0
10055,'2Kgs.18.30',0
10056,'2Kgs.18.31',0
10057,'2Kgs.18.32',0
10058,'2Kgs.18.33',0
10059,'2Kgs.18.34',0
10060,'2Kgs.18.35',0
10061,'2Kgs.18.36',0
10062,'2Kgs.18.37',0
10063,'2Kgs.19.1',0
10064,'2Kgs.19.2',0
10065,'2Kgs.19.3',0
10066,'2Kgs.19.4',0
10067,'2Kgs.19.5',0
10068,'2Kgs.19.6',0
10069,'2Kgs.19.7',0
10070,'2Kgs.19.8',0
10071,'2Kgs.19.9',0
10072,'2Kgs.19.10',0
10073,'2Kgs.19.11',0
10074,'2Kgs.19.12',0
10075,'2Kgs.19.13',0
10076,'2Kgs.19.14',0
10077,'2Kgs.19.15',0
10078,'2Kgs.19.16',0
10079,'2Kgs.19.17',0
10080,'2Kgs.19.18',0
10081,'2Kgs.19.19',0
10082,'2Kgs.19.20',0
10083,'2Kgs.19.21',0
10084,'2Kgs.19.22',0
10085,'2Kgs.19.23',0
10086,'2Kgs.19.24',0
10087,'2Kgs.19.25',0
10088,'2Kgs.19.26',0
10089,'2Kgs.19.27',0
10090,'2Kgs.19.28',0
10091,'2Kgs.19.29',0
10092,'2Kgs.19.30',0
10093,'2Kgs.19.31',0
10094,'2Kgs.19.32',0
10095,'2Kgs.19.33',0
10096,'2Kgs.19.34',0
10097,'2Kgs.19.35',0
10098,'2Kgs.19.36',0
10099,'2Kgs.19.37',0
10100,'2Kgs.20.1',0
10101,'2Kgs.20.2',0
10102,'2Kgs.20.3',0
10103,'2Kgs.20.4',0
10104,'2Kgs.20.5',0
10105,'2Kgs.20.6',0
10106,'2Kgs.20.7',0
10107,'2Kgs.20.8',0
10108,'2Kgs.20.9',0
10109,'2Kgs.20.10',0
10110,'2Kgs.20.11',0
10111,'2Kgs.20.12',0
10112,'2Kgs.20.13',0
10113,'2Kgs.20.14',0
10114,'2Kgs.20.15',0
10115,'2Kgs.20.16',0
10116,'2Kgs.20.17',0
10117,'2Kgs.20.18',0
10118,'2Kgs.20.19',0
10119,'2Kgs.20.20',0
10120,'2Kgs.20.21',0
10121,'2Kgs.21.1',0
10122,'2Kgs.21.2',0
10123,'2Kgs.21.3',0
10124,'2Kgs.21.4',0
10125,'2Kgs.21.5',0
10126,'2Kgs.21.6',0
10127,'2Kgs.21.7',0
10128,'2Kgs.21.8',0
10129,'2Kgs.21.9',0
10130,'2Kgs.21.10',0
10131,'2Kgs.21.11',0
10132,'2Kgs.21.12',0
10133,'2Kgs.21.13',0
10134,'2Kgs.21.14',0
10135,'2Kgs.21.15',0
10136,'2Kgs.21.16',0
10137,'2Kgs.21.17',0
10138,'2Kgs.21.18',0
10139,'2Kgs.21.19',0
10140,'2Kgs.21.20',0
10141,'2Kgs.21.21',0
10142,'2Kgs.21.22',0
10143,'2Kgs.21.23',0
10144,'2Kgs.21.24',0
10145,'2Kgs.21.25',0
10146,'2Kgs.21.26',0
10147,'2Kgs.22.1',0
10148,'2Kgs.22.2',0
10149,'2Kgs.22.3',0
10150,'2Kgs.22.4',0
10151,'2Kgs.22.5',0
10152,'2Kgs.22.6',0
10153,'2Kgs.22.7',0
10154,'2Kgs.22.8',0
10155,'2Kgs.22.9',0
10156,'2Kgs.22.10',0
10157,'2Kgs.22.11',0
10158,'2Kgs.22.12',0
10159,'2Kgs.22.13',0
10160,'2Kgs.22.14',0
10161,'2Kgs.22.15',0
10162,'2Kgs.22.16',0
10163,'2Kgs.22.17',0
10164,'2Kgs.22.18',0
10165,'2Kgs.22.19',0
10166,'2Kgs.22.20',0
10167,'2Kgs.23.1',0
10168,'2Kgs.23.2',0
10169,'2Kgs.23.3',0
10170,'2Kgs.23.4',0
10171,'2Kgs.23.5',0
10172,'2Kgs.23.6',0
10173,'2Kgs.23.7',0
10174,'2Kgs.23.8',0
10175,'2Kgs.23.9',0
10176,'2Kgs.23.10',0
10177,'2Kgs.23.11',0
10178,'2Kgs.23.12',0
10179,'2Kgs.23.13',0
10180,'2Kgs.23.14',0
10181,'2Kgs.23.15',0
10182,'2Kgs.23.16',0
10183,'2Kgs.23.17',0
10184,'2Kgs.23.18',0
10185,'2Kgs.23.19',0
10186,'2Kgs.23.20',0
10187,'2Kgs.23.21',0
10188,'2Kgs.23.22',0
10189,'2Kgs.23.23',0
10190,'2Kgs.23.24',0
10191,'2Kgs.23.25',0
10192,'2Kgs.23.26',0
10193,'2Kgs.23.27',0
10194,'2Kgs.23.28',0
10195,'2Kgs.23.29',0
10196,'2Kgs.23.30',0
10197,'2Kgs.23.31',0
10198,'2Kgs.23.32',0
10199,'2Kgs.23.33',0
10200,'2Kgs.23.34',0
10201,'2Kgs.23.35',0
10202,'2Kgs.23.36',0
10203,'2Kgs.23.37',0
10204,'2Kgs.24.1',0
10205,'2Kgs.24.2',0
10206,'2Kgs.24.3',0
10207,'2Kgs.24.4',0
10208,'2Kgs.24.5',0
10209,'2Kgs.24.6',0
10210,'2Kgs.24.7',0
10211,'2Kgs.24.8',0
10212,'2Kgs.24.9',0
10213,'2Kgs.24.10',0
10214,'2Kgs.24.11',0
10215,'2Kgs.24.12',0
10216,'2Kgs.24.13',0
10217,'2Kgs.24.14',0
10218,'2Kgs.24.15',0
10219,'2Kgs.24.16',0
10220,'2Kgs.24.17',0
10221,'2Kgs.24.18',0
10222,'2Kgs.24.19',0
10223,'2Kgs.24.20',0
10224,'2Kgs.25.1',0
10225,'2Kgs.25.2',0
10226,'2Kgs.25.3',0
10227,'2Kgs.25.4',0
10228,'2Kgs.25.5',0
10229,'2Kgs.25.6',0
10230,'2Kgs.25.7',0
10231,'2Kgs.25.8',0
10232,'2Kgs.25.9',0
10233,'2Kgs.25.10',0
10234,'2Kgs.25.11',0
10235,'2Kgs.25.12',0
10236,'2Kgs.25.13',0
10237,'2Kgs.25.14',0
10238,'2Kgs.25.15',0
10239,'2Kgs.25.16',0
10240,'2Kgs.25.17',0
10241,'2Kgs.25.18',0
10242,'2Kgs.25.19',0
10243,'2Kgs.25.20',0
10244,'2Kgs.25.21',0
10245,'2Kgs.25.22',0
10246,'2Kgs.25.23',0
10247,'2Kgs.25.24',0
10248,'2Kgs.25.25',0
10249,'2Kgs.25.26',0
10250,'2Kgs.25.27',0
10251,'2Kgs.25.28',0
10252,'2Kgs.25.29',0
10253,'2Kgs.25.30',0
10254,'1Chr.1.1',0
10255,'1Chr.1.2',0
10256,'1Chr.1.3',0
10257,'1Chr.1.4',0
10258,'1Chr.1.5',0
10259,'1Chr.1.6',0
10260,'1Chr.1.7',0
10261,'1Chr.1.8',0
10262,'1Chr.1.9',0
10263,'1Chr.1.10',0
10264,'1Chr.1.11',0
10265,'1Chr.1.12',0
10266,'1Chr.1.13',0
10267,'1Chr.1.14',0
10268,'1Chr.1.15',0
10269,'1Chr.1.16',0
10270,'1Chr.1.17',0
10271,'1Chr.1.18',0
10272,'1Chr.1.19',0
10273,'1Chr.1.20',0
10274,'1Chr.1.21',0
10275,'1Chr.1.22',0
10276,'1Chr.1.23',0
10277,'1Chr.1.24',0
10278,'1Chr.1.25',0
10279,'1Chr.1.26',0
10280,'1Chr.1.27',0
10281,'1Chr.1.28',0
10282,'1Chr.1.29',0
10283,'1Chr.1.30',0
10284,'1Chr.1.31',0
10285,'1Chr.1.32',0
10286,'1Chr.1.33',0
10287,'1Chr.1.34',0
10288,'1Chr.1.35',0
10289,'1Chr.1.36',0
10290,'1Chr.1.37',0
10291,'1Chr.1.38',0
10292,'1Chr.1.39',0
10293,'1Chr.1.40',0
10294,'1Chr.1.41',0
10295,'1Chr.1.42',0
10296,'1Chr.1.43',0
10297,'1Chr.1.44',0
10298,'1Chr.1.45',0
10299,'1Chr.1.46',0
10300,'1Chr.1.47',0
10301,'1Chr.1.48',0
10302,'1Chr.1.49',0
