versenum,osis,apoc
17916,'Isa.13.9',0
17917,'Isa.13.10',0
17918,'Isa.13.11',0
17919,'Isa.13.12',0
17920,'Isa.13.13',0
17921,'Isa.13.14',0
17922,'Isa.13.15',0
17923,'Isa.13.16',0
17924,'Isa.13.17',0
17925,'Isa.13.18',0
17926,'Isa.13.19',0
17927,'Isa.13.20',0
17928,'Isa.13.21',0
17929,'Isa.13.22',0
17930,'Isa.14.1',0
17931,'Isa.14.2',0
17932,'Isa.14.3',0
17933,'Isa.14.4',0
17934,'Isa.14.5',0
17935,'Isa.14.6',0
17936,'Isa.14.7',0
17937,'Isa.14.8',0
17938,'Isa.14.9',0
17939,'Isa.14.10',0
17940,'Isa.14.11',0
17941,'Isa.14.12',0
17942,'Isa.14.13',0
17943,'Isa.14.14',0
17944,'Isa.14.15',0
17945,'Isa.14.16',0
17946,'Isa.14.17',0
17947,'Isa.14.18',0
17948,'Isa.14.19',0
17949,'Isa.14.20',0
17950,'Isa.14.21',0
17951,'Isa.14.22',0
17952,'Isa.14.23',0
17953,'Isa.14.24',0
17954,'Isa.14.25',0
17955,'Isa.14.26',0
17956,'Isa.14.27',0
17957,'Isa.14.28',0
17958,'Isa.14.29',0
17959,'Isa.14.30',0
17960,'Isa.14.31',0
17961,'Isa.14.32',0
17962,'Isa.15.1',0
17963,'Isa.15.2',0
17964,'Isa.15.3',0
17965,'Isa.15.4',0
17966,'Isa.15.5',0
17967,'Isa.15.6',0
17968,'Isa.15.7',0
17969,'Isa.15.8',0
17970,'Isa.15.9',0
17971,'Isa.16.1',0
17972,'Isa.16.2',0
17973,'Isa.16.3',0
17974,'Isa.16.4',0
17975,'Isa.16.5',0
17976,'Isa.16.6',0
17977,'Isa.16.7',0
17978,'Isa.16.8',0
17979,'Isa.16.9',0
17980,'Isa.16.10',0
17981,'Isa.16.11',0
17982,'Isa.16.12',0
17983,'Isa.16.13',0
17984,'Isa.16.14',0
17985,'Isa.17.1',0
17986,'Isa.17.2',0
17987,'Isa.17.3',0
17988,'Isa.17.4',0
17989,'Isa.17.5',0
17990,'Isa.17.6',0
17991,'Isa.17.7',0
17992,'Isa.17.8',0
17993,'Isa.17.9',0
17994,'Isa.17.10',0
17995,'Isa.17.11',0
17996,'Isa.17.12',0
17997,'Isa.17.13',0
17998,'Isa.17.14',0
17999,'Isa.18.1',0
18000,'Isa.18.2',0
18001,'Isa.18.3',0
18002,'Isa.18.4',0
18003,'Isa.18.5',0
18004,'Isa.18.6',0
18005,'Isa.18.7',0
18006,'Isa.19.1',0
18007,'Isa.19.2',0
18008,'Isa.19.3',0
18009,'Isa.19.4',0
18010,'Isa.19.5',0
18011,'Isa.19.6',0
18012,'Isa.19.7',0
18013,'Isa.19.8',0
18014,'Isa.19.9',0
18015,'Isa.19.10',0
18016,'Isa.19.11',0
18017,'Isa.19.12',0
18018,'Isa.19.13',0
18019,'Isa.19.14',0
18020,'Isa.19.15',0
18021,'Isa.19.16',0
18022,'Isa.19.17',0
18023,'Isa.19.18',0
18024,'Isa.19.19',0
18025,'Isa.19.20',0
18026,'Isa.19.21',0
18027,'Isa.19.22',0
18028,'Isa.19.23',0
18029,'Isa.19.24',0
18030,'Isa.19.25',0
18031,'Isa.20.1',0
18032,'Isa.20.2',0
18033,'Isa.20.3',0
18034,'Isa.20.4',0
18035,'Isa.20.5',0
18036,'Isa.20.6',0
18037,'Isa.21.1',0
18038,'Isa.21.2',0
18039,'Isa.21.3',0
18040,'Isa.21.4',0
18041,'Isa.21.5',0
18042,'Isa.21.6',0
18043,'Isa.21.7',0
18044,'Isa.21.8',0
18045,'Isa.21.9',0
18046,'Isa.21.10',0
18047,'Isa.21.11',0
18048,'Isa.21.12',0
18049,'Isa.21.13',0
18050,'Isa.21.14',0
18051,'Isa.21.15',0
18052,'Isa.21.16',0
18053,'Isa.21.17',0
18054,'Isa.22.1',0
18055,'Isa.22.2',0
18056,'Isa.22.3',0
18057,'Isa.22.4',0
18058,'Isa.22.5',0
18059,'Isa.22.6',0
18060,'Isa.22.7',0
18061,'Isa.22.8',0
18062,'Isa.22.9',0
18063,'Isa.22.10',0
18064,'Isa.22.11',0
18065,'Isa.22.12',0
18066,'Isa.22.13',0
18067,'Isa.22.14',0
18068,'Isa.22.15',0
18069,'Isa.22.16',0
18070,'Isa.22.17',0
18071,'Isa.22.18',0
18072,'Isa.22.19',0
18073,'Isa.22.20',0
18074,'Isa.22.21',0
18075,'Isa.22.22',0
18076,'Isa.22.23',0
18077,'Isa.22.24',0
18078,'Isa.22.25',0
18079,'Isa.23.1',0
18080,'Isa.23.2',0
18081,'Isa.23.3',0
18082,'Isa.23.4',0
18083,'Isa.23.5',0
18084,'Isa.23.6',0
18085,'Isa.23.7',0
18086,'Isa.23.8',0
18087,'Isa.23.9',0
18088,'Isa.23.10',0
18089,'Isa.23.11',0
18090,'Isa.23.12',0
18091,'Isa.23.13',0
18092,'Isa.23.14',0
18093,'Isa.23.15',0
18094,'Isa.23.16',0
18095,'Isa.23.17',0
18096,'Isa.23.18',0
18097,'Isa.24.1',0
18098,'Isa.24.2',0
18099,'Isa.24.3',0
18100,'Isa.24.4',0
18101,'Isa.24.5',0
18102,'Isa.24.6',0
18103,'Isa.24.7',0
18104,'Isa.24.8',0
18105,'Isa.24.9',0
18106,'Isa.24.10',0
18107,'Isa.24.11',0
18108,'Isa.24.12',0
18109,'Isa.24.13',0
18110,'Isa.24.14',0
18111,'Isa.24.15',0
18112,'Isa.24.16',0
18113,'Isa.24.17',0
18114,'Isa.24.18',0
18115,'Isa.24.19',0
18116,'Isa.24.20',0
18117,'Isa.24.21',0
18118,'Isa.24.22',0
18119,'Isa.24.23',0
18120,'Isa.25.1',0
18121,'Isa.25.2',0
18122,'Isa.25.3',0
18123,'Isa.25.4',0
18124,'Isa.25.5',0
18125,'Isa.25.6',0
18126,'Isa.25.7',0
18127,'Isa.25.8',0
18128,'Isa.25.9',0
18129,'Isa.25.10',0
18130,'Isa.25.11',0
18131,'Isa.25.12',0
18132,'Isa.26.1',0
18133,'Isa.26.2',0
18134,'Isa.26.3',0
18135,'Isa.26.4',0
18136,'Isa.26.5',0
18137,'Isa.26.6',0
18138,'Isa.26.7',0
18139,'Isa.26.8',0
18140,'Isa.26.9',0
18141,'Isa.26.10',0
18142,'Isa.26.11',0
18143,'Isa.26.12',0
18144,'Isa.26.13',0
18145,'Isa.26.14',0
18146,'Isa.26.15',0
18147,'Isa.26.16',0
18148,'Isa.26.17',0
18149,'Isa.26.18',0
18150,'Isa.26.19',0
18151,'Isa.26.20',0
18152,'Isa.26.21',0
18153,'Isa.27.1',0
18154,'Isa.27.2',0
18155,'Isa.27.3',0
18156,'Isa.27.4',0
18157,'Isa.27.5',0
18158,'Isa.27.6',0
18159,'Isa.27.7',0
18160,'Isa.27.8',0
18161,'Isa.27.9',0
18162,'Isa.27.10',0
18163,'Isa.27.11',0
18164,'Isa.27.12',0
18165,'Isa.27.13',0
18166,'Isa.28.1',0
18167,'Isa.28.2',0
18168,'Isa.28.3',0
18169,'Isa.28.4',0
18170,'Isa.28.5',0
18171,'Isa.28.6',0
18172,'Isa.28.7',0
18173,'Isa.28.8',0
18174,'Isa.28.9',0
18175,'Isa.28.10',0
18176,'Isa.28.11',0
18177,'Isa.28.12',0
18178,'Isa.28.13',0
18179,'Isa.28.14',0
18180,'Isa.28.15',0
18181,'Isa.28.16',0
18182,'Isa.28.17',0
18183,'Isa.28.18',0
18184,'Isa.28.19',0
18185,'Isa.28.20',0
18186,'Isa.28.21',0
18187,'Isa.28.22',0
18188,'Isa.28.23',0
18189,'Isa.28.24',0
18190,'Isa.28.25',0
18191,'Isa.28.26',0
18192,'Isa.28.27',0
18193,'Isa.28.28',0
18194,'Isa.28.29',0
18195,'Isa.29.1',0
18196,'Isa.29.2',0
18197,'Isa.29.3',0
18198,'Isa.29.4',0
18199,'Isa.29.5',0
18200,'Isa.29.6',0
18201,'Isa.29.7',0
18202,'Isa.29.8',0
18203,'Isa.29.9',0
18204,'Isa.29.10',0
18205,'Isa.29.11',0
18206,'Isa.29.12',0
18207,'Isa.29.13',0
18208,'Isa.29.14',0
18209,'Isa.29.15',0
18210,'Isa.29.16',0
18211,'Isa.29.17',0
18212,'Isa.29.18',0
18213,'Isa.29.19',0
18214,'Isa.29.20',0
18215,'Isa.29.21',0
18216,'Isa.29.22',0
18217,'Isa.29.23',0
18218,'Isa.29.24',0
18219,'Isa.30.1',0
18220,'Isa.30.2',0
18221,'Isa.30.3',0
18222,'Isa.30.4',0
18223,'Isa.30.5',0
18224,'Isa.30.6',0
18225,'Isa.30.7',0
18226,'Isa.30.8',0
18227,'Isa.30.9',0
18228,'Isa.30.10',0
18229,'Isa.30.11',0
18230,'Isa.30.12',0
18231,'Isa.30.13',0
18232,'Isa.30.14',0
18233,'Isa.30.15',0
18234,'Isa.30.16',0
18235,'Isa.30.17',0
18236,'Isa.30.18',0
18237,'Isa.30.19',0
18238,'Isa.30.20',0
18239,'Isa.30.21',0
18240,'Isa.30.22',0
18241,'Isa.30.23',0
18242,'Isa.30.24',0
18243,'Isa.30.25',0
18244,'Isa.30.26',0
18245,'Isa.30.27',0
18246,'Isa.30.28',0
18247,'Isa.30.29',0
18248,'Isa.30.30',0
18249,'Isa.30.31',0
18250,'Isa.30.32',0
18251,'Isa.30.33',0
18252,'Isa.31.1',0
18253,'Isa.31.2',0
18254,'Isa.31.3',0
18255,'Isa.31.4',0
18256,'Isa.31.5',0
18257,'Isa.31.6',0
18258,'Isa.31.7',0
18259,'Isa.31.8',0
18260,'Isa.31.9',0
18261,'Isa.32.1',0
18262,'Isa.32.2',0
18263,'Isa.32.3',0
18264,'Isa.32.4',0
18265,'Isa.32.5',0
18266,'Isa.32.6',0
18267,'Isa.32.7',0
18268,'Isa.32.8',0
18269,'Isa.32.9',0
18270,'Isa.32.10',0
18271,'Isa.32.11',0
18272,'Isa.32.12',0
18273,'Isa.32.13',0
18274,'Isa.32.14',0
18275,'Isa.32.15',0
18276,'Isa.32.16',0
18277,'Isa.32.17',0
18278,'Isa.32.18',0
18279,'Isa.32.19',0
18280,'Isa.32.20',0
18281,'Isa.33.1',0
18282,'Isa.33.2',0
18283,'Isa.33.3',0
18284,'Isa.33.4',0
18285,'Isa.33.5',0
18286,'Isa.33.6',0
18287,'Isa.33.7',0
18288,'Isa.33.8',0
18289,'Isa.33.9',0
18290,'Isa.33.10',0
18291,'Isa.33.11',0
18292,'Isa.33.12',0
18293,'Isa.33.13',0
18294,'Isa.33.14',0
18295,'Isa.33.15',0
18296,'Isa.33.16',0
18297,'Isa.33.17',0
18298,'Isa.33.18',0
18299,'Isa.33.19',0
18300,'Isa.33.20',0
18301,'Isa.33.21',0
18302,'Isa.33.22',0
18303,'Isa.33.23',0
18304,'Isa.33.24',0
18305,'Isa.34.1',0
18306,'Isa.34.2',0
18307,'Isa.34.3',0
18308,'Isa.34.4',0
18309,'Isa.34.5',0
18310,'Isa.34.6',0
18311,'Isa.34.7',0
18312,'Isa.34.8',0
18313,'Isa.34.9',0
18314,'Isa.34.10',0
18315,'Isa.34.11',0
18316,'Isa.34.12',0
18317,'Isa.34.13',0
18318,'Isa.34.14',0
18319,'Isa.34.15',0
18320,'Isa.34.16',0
18321,'Isa.34.17',0
18322,'Isa.35.1',0
18323,'Isa.35.2',0
18324,'Isa.35.3',0
18325,'Isa.35.4',0
18326,'Isa.35.5',0
18327,'Isa.35.6',0
18328,'Isa.35.7',0
18329,'Isa.35.8',0
18330,'Isa.35.9',0
18331,'Isa.35.10',0
18332,'Isa.36.1',0
18333,'Isa.36.2',0
18334,'Isa.36.3',0
18335,'Isa.36.4',0
18336,'Isa.36.5',0
18337,'Isa.36.6',0
18338,'Isa.36.7',0
18339,'Isa.36.8',0
18340,'Isa.36.9',0
18341,'Isa.36.10',0
18342,'Isa.36.11',0
18343,'Isa.36.12',0
18344,'Isa.36.13',0
18345,'Isa.36.14',0
18346,'Isa.36.15',0
18347,'Isa.36.16',0
18348,'Isa.36.17',0
18349,'Isa.36.18',0
18350,'Isa.36.19',0
18351,'Isa.36.20',0
18352,'Isa.36.21',0
18353,'Isa.36.22',0
18354,'Isa.37.1',0
18355,'Isa.37.2',0
18356,'Isa.37.3',0
18357,'Isa.37.4',0
18358,'Isa.37.5',0
18359,'Isa.37.6',0
18360,'Isa.37.7',0
18361,'Isa.37.8',0
18362,'Isa.37.9',0
18363,'Isa.37.10',0
18364,'Isa.37.11',0
18365,'Isa.37.12',0
18366,'Isa.37.13',0
18367,'Isa.37.14',0
18368,'Isa.37.15',0
18369,'Isa.37.16',0
18370,'Isa.37.17',0
18371,'Isa.37.18',0
18372,'Isa.37.19',0
18373,'Isa.37.20',0
18374,'Isa.37.21',0
18375,'Isa.37.22',0
18376,'Isa.37.23',0
18377,'Isa.37.24',0
18378,'Isa.37.25',0
18379,'Isa.37.26',0
18380,'Isa.37.27',0
18381,'Isa.37.28',0
18382,'Isa.37.29',0
18383,'Isa.37.30',0
18384,'Isa.37.31',0
18385,'Isa.37.32',0
18386,'Isa.37.33',0
18387,'Isa.37.34',0
18388,'Isa.37.35',0
18389,'Isa.37.36',0
18390,'Isa.37.37',0
18391,'Isa.37.38',0
18392,'Isa.38.1',0
18393,'Isa.38.2',0
18394,'Isa.38.3',0
18395,'Isa.38.4',0
18396,'Isa.38.5',0
18397,'Isa.38.6',0
18398,'Isa.38.7',0
18399,'Isa.38.8',0
18400,'Isa.38.9',0
18401,'Isa.38.10',0
18402,'Isa.38.11',0
18403,'Isa.38.12',0
18404,'Isa.38.13',0
18405,'Isa.38.14',0
18406,'Isa.38.15',0
18407,'Isa.38.16',0
18408,'Isa.38.17',0
18409,'Isa.38.18',0
18410,'Isa.38.19',0
18411,'Isa.38.20',0
18412,'Isa.38.21',0
18413,'Isa.38.22',0
18414,'Isa.39.1',0
18415,'Isa.39.2',0
18416,'Isa.39.3',0
18417,'Isa.39.4',0
18418,'Isa.39.5',0
18419,'Isa.39.6',0
18420,'Isa.39.7',0
18421,'Isa.39.8',0
18422,'Isa.40.1',0
18423,'Isa.40.2',0
18424,'Isa.40.3',0
18425,'Isa.40.4',0
18426,'Isa.40.5',0
18427,'Isa.40.6',0
18428,'Isa.40.7',0
18429,'Isa.40.8',0
18430,'Isa.40.9',0
18431,'Isa.40.10',0
18432,'Isa.40.11',0
18433,'Isa.40.12',0
18434,'Isa.40.13',0
18435,'Isa.40.14',0
18436,'Isa.40.15',0
18437,'Isa.40.16',0
18438,'Isa.40.17',0
18439,'Isa.40.18',0
18440,'Isa.40.19',0
18441,'Isa.40.20',0
18442,'Isa.40.21',0
18443,'Isa.40.22',0
18444,'Isa.40.23',0
18445,'Isa.40.24',0
18446,'Isa.40.25',0
18447,'Isa.40.26',0
18448,'Isa.40.27',0
18449,'Isa.40.28',0
18450,'Isa.40.29',0
18451,'Isa.40.30',0
18452,'Isa.40.31',0
18453,'Isa.41.1',0
18454,'Isa.41.2',0
18455,'Isa.41.3',0
18456,'Isa.41.4',0
18457,'Isa.41.5',0
18458,'Isa.41.6',0
18459,'Isa.41.7',0
18460,'Isa.41.8',0
18461,'Isa.41.9',0
18462,'Isa.41.10',0
18463,'Isa.41.11',0
18464,'Isa.41.12',0
18465,'Isa.41.13',0
18466,'Isa.41.14',0
18467,'Isa.41.15',0
18468,'Isa.41.16',0
18469,'Isa.41.17',0
18470,'Isa.41.18',0
18471,'Isa.41.19',0
18472,'Isa.41.20',0
18473,'Isa.41.21',0
18474,'Isa.41.22',0
18475,'Isa.41.23',0
18476,'Isa.41.24',0
18477,'Isa.41.25',0
18478,'Isa.41.26',0
18479,'Isa.41.27',0
18480,'Isa.41.28',0
18481,'Isa.41.29',0
18482,'Isa.42.1',0
18483,'Isa.42.2',0
18484,'Isa.42.3',0
18485,'Isa.42.4',0
18486,'Isa.42.5',0
18487,'Isa.42.6',0
18488,'Isa.42.7',0
18489,'Isa.42.8',0
18490,'Isa.42.9',0
18491,'Isa.42.10',0
18492,'Isa.42.11',0
18493,'Isa.42.12',0
18494,'Isa.42.13',0
18495,'Isa.42.14',0
18496,'Isa.42.15',0
18497,'Isa.42.16',0
18498,'Isa.42.17',0
18499,'Isa.42.18',0
18500,'Isa.42.19',0
18501,'Isa.42.20',0
18502,'Isa.42.21',0
18503,'Isa.42.22',0
18504,'Isa.42.23',0
18505,'Isa.42.24',0
18506,'Isa.42.25',0
18507,'Isa.43.1',0
18508,'Isa.43.2',0
18509,'Isa.43.3',0
18510,'Isa.43.4',0
18511,'Isa.43.5',0
18512,'Isa.43.6',0
18513,'Isa.43.7',0
18514,'Isa.43.8',0
18515,'Isa.43.9',0
18516,'Isa.43.10',0
18517,'Isa.43.11',0
18518,'Isa.43.12',0
18519,'Isa.43.13',0
18520,'Isa.43.14',0
18521,'Isa.43.15',0
18522,'Isa.43.16',0
18523,'Isa.43.17',0
18524,'Isa.43.18',0
18525,'Isa.43.19',0
18526,'Isa.43.20',0
18527,'Isa.43.21',0
18528,'Isa.43.22',0
18529,'Isa.43.23',0
18530,'Isa.43.24',0
18531,'Isa.43.25',0
18532,'Isa.43.26',0
18533,'Isa.43.27',0
18534,'Isa.43.28',0
18535,'Isa.44.1',0
18536,'Isa.44.2',0
18537,'Isa.44.3',0
18538,'Isa.44.4',0
18539,'Isa.44.5',0
18540,'Isa.44.6',0
18541,'Isa.44.7',0
18542,'Isa.44.8',0
18543,'Isa.44.9',0
18544,'Isa.44.10',0
18545,'Isa.44.11',0
18546,'Isa.44.12',0
18547,'Isa.44.13',0
18548,'Isa.44.14',0
18549,'Isa.44.15',0
18550,'Isa.44.16',0
18551,'Isa.44.17',0
18552,'Isa.44.18',0
18553,'Isa.44.19',0
18554,'Isa.44.20',0
18555,'Isa.44.21',0
18556,'Isa.44.22',0
18557,'Isa.44.23',0
18558,'Isa.44.24',0
18559,'Isa.44.25',0
18560,'Isa.44.26',0
18561,'Isa.44.27',0
18562,'Isa.44.28',0
18563,'Isa.45.1',0
18564,'Isa.45.2',0
18565,'Isa.45.3',0
18566,'Isa.45.4',0
18567,'Isa.45.5',0
18568,'Isa.45.6',0
18569,'Isa.45.7',0
18570,'Isa.45.8',0
18571,'Isa.45.9',0
18572,'Isa.45.10',0
18573,'Isa.45.11',0
18574,'Isa.45.12',0
18575,'Isa.45.13',0
18576,'Isa.45.14',0
18577,'Isa.45.15',0
18578,'Isa.45.16',0
18579,'Isa.45.17',0
18580,'Isa.45.18',0
18581,'Isa.45.19',0
18582,'Isa.45.20',0
18583,'Isa.45.21',0
18584,'Isa.45.22',0
18585,'Isa.45.23',0
18586,'Isa.45.24',0
18587,'Isa.45.25',0
18588,'Isa.46.1',0
18589,'Isa.46.2',0
18590,'Isa.46.3',0
18591,'Isa.46.4',0
18592,'Isa.46.5',0
18593,'Isa.46.6',0
18594,'Isa.46.7',0
18595,'Isa.46.8',0
18596,'Isa.46.9',0
18597,'Isa.46.10',0
18598,'Isa.46.11',0
18599,'Isa.46.12',0
18600,'Isa.46.13',0
18601,'Isa.47.1',0
18602,'Isa.47.2',0
18603,'Isa.47.3',0
18604,'Isa.47.4',0
18605,'Isa.47.5',0
18606,'Isa.47.6',0
18607,'Isa.47.7',0
18608,'Isa.47.8',0
18609,'Isa.47.9',0
18610,'Isa.47.10',0
18611,'Isa.47.11',0
18612,'Isa.47.12',0
18613,'Isa.47.13',0
18614,'Isa.47.14',0
18615,'Isa.47.15',0
18616,'Isa.48.1',0
18617,'Isa.48.2',0
18618,'Isa.48.3',0
18619,'Isa.48.4',0
18620,'Isa.48.5',0
18621,'Isa.48.6',0
18622,'Isa.48.7',0
18623,'Isa.48.8',0
18624,'Isa.48.9',0
18625,'Isa.48.10',0
18626,'Isa.48.11',0
18627,'Isa.48.12',0
18628,'Isa.48.13',0
18629,'Isa.48.14',0
18630,'Isa.48.15',0
18631,'Isa.48.16',0
18632,'Isa.48.17',0
18633,'Isa.48.18',0
18634,'Isa.48.19',0
18635,'Isa.48.20',0
18636,'Isa.48.21',0
18637,'Isa.48.22',0
18638,'Isa.49.1',0
18639,'Isa.49.2',0
18640,'Isa.49.3',0
18641,'Isa.49.4',0
18642,'Isa.49.5',0
18643,'Isa.49.6',0
18644,'Isa.49.7',0
18645,'Isa.49.8',0
18646,'Isa.49.9',0
18647,'Isa.49.10',0
18648,'Isa.49.11',0
18649,'Isa.49.12',0
18650,'Isa.49.13',0
18651,'Isa.49.14',0
18652,'Isa.49.15',0
18653,'Isa.49.16',0
18654,'Isa.49.17',0
18655,'Isa.49.18',0
18656,'Isa.49.19',0
18657,'Isa.49.20',0
18658,'Isa.49.21',0
18659,'Isa.49.22',0
18660,'Isa.49.23',0
18661,'Isa.49.24',0
18662,'Isa.49.25',0
18663,'Isa.49.26',0
18664,'Isa.50.1',0
18665,'Isa.50.2',0
18666,'Isa.50.3',0
18667,'Isa.50.4',0
18668,'Isa.50.5',0
18669,'Isa.50.6',0
18670,'Isa.50.7',0
18671,'Isa.50.8',0
18672,'Isa.50.9',0
18673,'Isa.50.10',0
18674,'Isa.50.11',0
18675,'Isa.51.1',0
18676,'Isa.51.2',0
18677,'Isa.51.3',0
18678,'Isa.51.4',0
18679,'Isa.51.5',0
18680,'Isa.51.6',0
18681,'Isa.51.7',0
18682,'Isa.51.8',0
18683,'Isa.51.9',0
18684,'Isa.51.10',0
18685,'Isa.51.11',0
18686,'Isa.51.12',0
18687,'Isa.51.13',0
18688,'Isa.51.14',0
18689,'Isa.51.15',0
18690,'Isa.51.16',0
18691,'Isa.51.17',0
18692,'Isa.51.18',0
18693,'Isa.51.19',0
18694,'Isa.51.20',0
18695,'Isa.51.21',0
18696,'Isa.51.22',0
18697,'Isa.51.23',0
18698,'Isa.52.1',0
18699,'Isa.52.2',0
18700,'Isa.52.3',0
18701,'Isa.52.4',0
18702,'Isa.52.5',0
18703,'Isa.52.6',0
18704,'Isa.52.7',0
18705,'Isa.52.8',0
18706,'Isa.52.9',0
18707,'Isa.52.10',0
18708,'Isa.52.11',0
18709,'Isa.52.12',0
18710,'Isa.52.13',0
18711,'Isa.52.14',0
18712,'Isa.52.15',0
18713,'Isa.53.1',0
18714,'Isa.53.2',0
18715,'Isa.53.3',0
18716,'Isa.53.4',0
18717,'Isa.53.5',0
18718,'Isa.53.6',0
18719,'Isa.53.7',0
18720,'Isa.53.8',0
18721,'Isa.53.9',0
18722,'Isa.53.10',0
18723,'Isa.53.11',0
18724,'Isa.53.12',0
18725,'Isa.54.1',0
18726,'Isa.54.2',0
18727,'Isa.54.3',0
18728,'Isa.54.4',0
18729,'Isa.54.5',0
18730,'Isa.54.6',0
18731,'Isa.54.7',0
18732,'Isa.54.8',0
18733,'Isa.54.9',0
18734,'Isa.54.10',0
18735,'Isa.54.11',0
18736,'Isa.54.12',0
18737,'Isa.54.13',0
18738,'Isa.54.14',0
18739,'Isa.54.15',0
18740,'Isa.54.16',0
18741,'Isa.54.17',0
18742,'Isa.55.1',0
18743,'Isa.55.2',0
18744,'Isa.55.3',0
18745,'Isa.55.4',0
18746,'Isa.55.5',0
18747,'Isa.55.6',0
18748,'Isa.55.7',0
18749,'Isa.55.8',0
18750,'Isa.55.9',0
18751,'Isa.55.10',0
18752,'Isa.55.11',0
18753,'Isa.55.12',0
18754,'Isa.55.13',0
18755,'Isa.56.1',0
18756,'Isa.56.2',0
18757,'Isa.56.3',0
18758,'Isa.56.4',0
18759,'Isa.56.5',0
18760,'Isa.56.6',0
18761,'Isa.56.7',0
18762,'Isa.56.8',0
18763,'Isa.56.9',0
18764,'Isa.56.10',0
18765,'Isa.56.11',0
18766,'Isa.56.12',0
18767,'Isa.57.1',0
18768,'Isa.57.2',0
18769,'Isa.57.3',0
18770,'Isa.57.4',0
18771,'Isa.57.5',0
18772,'Isa.57.6',0
18773,'Isa.57.7',0
18774,'Isa.57.8',0
18775,'Isa.57.9',0
18776,'Isa.57.10',0
18777,'Isa.57.11',0
18778,'Isa.57.12',0
18779,'Isa.57.13',0
18780,'Isa.57.14',0
18781,'Isa.57.15',0
18782,'Isa.57.16',0
18783,'Isa.57.17',0
18784,'Isa.57.18',0
18785,'Isa.57.19',0
18786,'Isa.57.20',0
18787,'Isa.57.21',0
18788,'Isa.58.1',0
18789,'Isa.58.2',0
18790,'Isa.58.3',0
18791,'Isa.58.4',0
18792,'Isa.58.5',0
18793,'Isa.58.6',0
18794,'Isa.58.7',0
18795,'Isa.58.8',0
18796,'Isa.58.9',0
18797,'Isa.58.10',0
18798,'Isa.58.11',0
18799,'Isa.58.12',0
18800,'Isa.58.13',0
18801,'Isa.58.14',0
18802,'Isa.59.1',0
18803,'Isa.59.2',0
18804,'Isa.59.3',0
18805,'Isa.59.4',0
18806,'Isa.59.5',0
18807,'Isa.59.6',0
18808,'Isa.59.7',0
18809,'Isa.59.8',0
18810,'Isa.59.9',0
18811,'Isa.59.10',0
18812,'Isa.59.11',0
18813,'Isa.59.12',0
18814,'Isa.59.13',0
18815,'Isa.59.14',0
18816,'Isa.59.15',0
18817,'Isa.59.16',0
18818,'Isa.59.17',0
18819,'Isa.59.18',0
18820,'Isa.59.19',0
18821,'Isa.59.20',0
18822,'Isa.59.21',0
18823,'Isa.60.1',0
18824,'Isa.60.2',0
18825,'Isa.60.3',0
18826,'Isa.60.4',0
18827,'Isa.60.5',0
18828,'Isa.60.6',0
18829,'Isa.60.7',0
18830,'Isa.60.8',0
18831,'Isa.60.9',0
18832,'Isa.60.10',0
18833,'Isa.60.11',0
18834,'Isa.60.12',0
18835,'Isa.60.13',0
18836,'Isa.60.14',0
18837,'Isa.60.15',0
18838,'Isa.60.16',0
18839,'Isa.60.17',0
18840,'Isa.60.18',0
18841,'Isa.60.19',0
18842,'Isa.60.20',0
18843,'Isa.60.21',0
18844,'Isa.60.22',0
18845,'Isa.61.1',0
18846,'Isa.61.2',0
18847,'Isa.61.3',0
18848,'Isa.61.4',0
18849,'Isa.61.5',0
18850,'Isa.61.6',0
18851,'Isa.61.7',0
18852,'Isa.61.8',0
18853,'Isa.61.9',0
18854,'Isa.61.10',0
18855,'Isa.61.11',0
18856,'Isa.62.1',0
18857,'Isa.62.2',0
18858,'Isa.62.3',0
18859,'Isa.62.4',0
18860,'Isa.62.5',0
18861,'Isa.62.6',0
18862,'Isa.62.7',0
18863,'Isa.62.8',0
18864,'Isa.62.9',0
18865,'Isa.62.10',0
18866,'Isa.62.11',0
18867,'Isa.62.12',0
18868,'Isa.63.1',0
18869,'Isa.63.2',0
18870,'Isa.63.3',0
18871,'Isa.63.4',0
18872,'Isa.63.5',0
18873,'Isa.63.6',0
18874,'Isa.63.7',0
18875,'Isa.63.8',0
18876,'Isa.63.9',0
18877,'Isa.63.10',0
18878,'Isa.63.11',0
18879,'Isa.63.12',0
18880,'Isa.63.13',0
18881,'Isa.63.14',0
18882,'Isa.63.15',0
18883,'Isa.63.16',0
18884,'Isa.63.17',0
18885,'Isa.63.18',0
18886,'Isa.63.19',0
18887,'Isa.64.1',0
18888,'Isa.64.2',0
18889,'Isa.64.3',0
18890,'Isa.64.4',0
18891,'Isa.64.5',0
18892,'Isa.64.6',0
18893,'Isa.64.7',0
18894,'Isa.64.8',0
18895,'Isa.64.9',0
18896,'Isa.64.10',0
18897,'Isa.64.11',0
18898,'Isa.64.12',0
18899,'Isa.65.1',0
18900,'Isa.65.2',0
18901,'Isa.65.3',0
18902,'Isa.65.4',0
18903,'Isa.65.5',0
18904,'Isa.65.6',0
18905,'Isa.65.7',0
18906,'Isa.65.8',0
18907,'Isa.65.9',0
18908,'Isa.65.10',0
18909,'Isa.65.11',0
18910,'Isa.65.12',0
18911,'Isa.65.13',0
18912,'Isa.65.14',0
18913,'Isa.65.15',0
18914,'Isa.65.16',0
